Chiralindicen,Chiralindicem,Initialatomiccoordinateu,Initialatomiccoordinatev,Initialatomiccoordinatew,Calculatedatomiccoordinatesu,Calculatedatomiccoordinatesv,Calculatedatomiccoordinatesw
9,1,0.76298,0.89099,0.00041,0.76643,0.89778,0.00035
9,1,0.89116,0.76232,0.00591,0.89594,0.76526,0.00586
9,1,0.64606,0.89429,0.01506,0.64695,0.90013,0.01508
9,1,0.63317,0.89202,0.04986,0.63336,0.89610,0.04982
9,1,0.84200,0.84844,0.02056,0.84580,0.85297,0.02052
9,1,0.83472,0.85492,0.05536,0.83707,0.85768,0.05533
9,1,0.88491,0.78241,0.07550,0.88881,0.78496,0.07567
9,1,0.88110,0.79195,0.11030,0.88360,0.79380,0.11045
9,1,0.17881,0.54394,0.00407,0.17236,0.54355,0.00406
9,1,0.17085,0.53023,0.03887,0.16327,0.52819,0.03871
9,1,0.38951,0.77649,0.00957,0.38583,0.77921,0.00960
9,1,0.37635,0.76641,0.04437,0.37201,0.76734,0.04430
9,1,0.49815,0.84434,0.06451,0.49583,0.84486,0.06453
9,1,0.48439,0.83719,0.09931,0.48022,0.83646,0.09928
9,1,0.74168,0.89543,0.07001,0.74326,0.89942,0.07010
9,1,0.73060,0.89695,0.10481,0.73054,0.89959,0.10486
9,1,0.81899,0.86660,0.12495,0.82012,0.86957,0.12518
9,1,0.81054,0.87179,0.15975,0.81099,0.87409,0.15990
9,1,0.89858,0.70685,0.16525,0.90156,0.70769,0.16533
9,1,0.19827,0.12346,0.02788,0.19324,0.11706,0.02771
9,1,0.10196,0.28151,0.03338,0.09376,0.27629,0.03311
9,1,0.11414,0.39392,0.05353,0.10456,0.38939,0.05328
9,1,0.11091,0.38072,0.08832,0.09997,0.37492,0.08802
9,1,0.25538,0.65032,0.05902,0.24857,0.65004,0.05893
9,1,0.24466,0.63749,0.09382,0.23608,0.63585,0.09364
9,1,0.35050,0.74532,0.11396,0.34355,0.74540,0.11393
9,1,0.33783,0.73432,0.14876,0.32992,0.73559,0.14871
9,1,0.60693,0.88608,0.11946,0.60439,0.88632,0.11961
9,1,0.59361,0.88242,0.15426,0.59021,0.88311,0.15436
9,1,0.70761,0.89856,0.17440,0.70617,0.90050,0.17460
9,1,0.69574,0.89866,0.20920,0.69462,0.90197,0.20928
9,1,0.87211,0.80999,0.17990,0.87394,0.81165,0.18003
9,1,0.86695,0.81845,0.21470,0.86863,0.82023,0.21467
9,1,0.89703,0.72988,0.23484,0.90025,0.73127,0.23468
9,1,0.89554,0.74098,0.26964,0.90029,0.74370,0.26932
9,1,0.67465,0.27695,0.01690,0.67757,0.27105,0.01706
9,1,0.41982,0.12170,0.02239,0.41826,0.11564,0.02247
9,1,0.30426,0.10134,0.04254,0.30020,0.09429,0.04250
9,1,0.31637,0.10173,0.07733,0.31126,0.09404,0.07722
9,1,0.13305,0.18155,0.04803,0.12473,0.17444,0.04777
9,1,0.13865,0.17346,0.08283,0.12903,0.16488,0.08249
9,1,0.10446,0.25902,0.10298,0.09379,0.25148,0.10270
9,1,0.10641,0.24820,0.13777,0.09606,0.23979,0.13749
9,1,0.15611,0.50274,0.10847,0.14659,0.49882,0.10829
9,1,0.14935,0.48897,0.14327,0.14103,0.48476,0.14313
9,1,0.22415,0.61134,0.16342,0.21568,0.60936,0.16345
9,1,0.21437,0.59806,0.19821,0.20620,0.59570,0.19827
9,1,0.45694,0.82172,0.16891,0.45189,0.82284,0.16904
9,1,0.44329,0.81340,0.20371,0.43774,0.81485,0.20382
9,1,0.56665,0.87373,0.22385,0.56379,0.87685,0.22395
9,1,0.55304,0.86872,0.25865,0.55062,0.87283,0.25866
9,1,0.79255,0.88084,0.22935,0.79268,0.88315,0.22932
9,1,0.78303,0.88468,0.26415,0.78441,0.88825,0.26400
9,1,0.85532,0.83424,0.28429,0.85808,0.83706,0.28406
9,1,0.84887,0.84155,0.31909,0.85331,0.84555,0.31882
9,1,0.85699,0.52478,0.01140,0.85985,0.52292,0.01143
9,1,0.78563,0.40194,0.03155,0.78898,0.39851,0.03181
9,1,0.79506,0.41533,0.06635,0.79858,0.41205,0.06658
9,1,0.55671,0.18660,0.03704,0.55684,0.18179,0.03729
9,1,0.57030,0.19530,0.07184,0.56956,0.18969,0.07204
9,1,0.44696,0.13128,0.09199,0.44352,0.12416,0.09199
9,1,0.46063,0.13674,0.12679,0.45642,0.12877,0.12669
9,1,0.21697,0.11532,0.09748,0.20859,0.10562,0.09720
9,1,0.22683,0.11194,0.13228,0.21754,0.10046,0.13196
9,1,0.15113,0.15846,0.15243,0.14097,0.14827,0.15222
9,1,0.15800,0.15156,0.18722,0.14819,0.14135,0.18709
9,1,0.10584,0.35476,0.15792,0.09681,0.34855,0.15783
9,1,0.10401,0.34203,0.19272,0.09579,0.33593,0.19270
9,1,0.13710,0.46151,0.21287,0.12953,0.45703,0.21303
9,1,0.13162,0.44783,0.24766,0.12480,0.44411,0.24788
9,1,0.31309,0.71151,0.21836,0.30491,0.71261,0.21853
9,1,0.30104,0.69972,0.25316,0.29382,0.70120,0.25327
9,1,0.41620,0.79565,0.27331,0.41163,0.79896,0.27330
9,1,0.40279,0.78624,0.30810,0.39863,0.78975,0.30796
9,1,0.67131,0.89742,0.27880,0.67162,0.90264,0.27865
9,1,0.65878,0.89609,0.31360,0.65895,0.90037,0.31335
9,1,0.76298,0.89099,0.33374,0.76553,0.89554,0.33348
9,1,0.75248,0.89344,0.36854,0.75399,0.89761,0.36825
9,1,0.89116,0.76232,0.33924,0.89844,0.76645,0.33902
9,1,0.88827,0.77253,0.37404,0.89454,0.77581,0.37383
9,1,0.89599,0.65797,0.02605,0.90040,0.65864,0.02613
9,1,0.89735,0.67051,0.06085,0.90304,0.67188,0.06096
9,1,0.86838,0.55217,0.08100,0.87301,0.55118,0.08123
9,1,0.87342,0.56578,0.11580,0.87674,0.56481,0.11599
9,1,0.69896,0.30028,0.08649,0.70074,0.29487,0.08676
9,1,0.71076,0.31231,0.12129,0.71171,0.30631,0.12143
9,1,0.59721,0.21376,0.14144,0.59503,0.20651,0.14139
9,1,0.61050,0.22351,0.17624,0.60877,0.21618,0.17605
9,1,0.34122,0.10391,0.14693,0.33457,0.09402,0.14671
9,1,0.35394,0.10571,0.18173,0.34770,0.09584,0.18148
9,1,0.24752,0.10656,0.20188,0.23942,0.09597,0.20181
9,1,0.25832,0.10457,0.23668,0.25166,0.09447,0.23667
9,1,0.11173,0.22748,0.20737,0.10153,0.21872,0.20751
9,1,0.11509,0.21759,0.24217,0.10654,0.20961,0.24240
9,1,0.10177,0.31715,0.26232,0.09561,0.31219,0.26271
9,1,0.10135,0.30503,0.29711,0.09520,0.30068,0.29754
9,1,0.19587,0.57117,0.26781,0.18895,0.56987,0.26803
9,1,0.18715,0.55759,0.30261,0.18101,0.55720,0.30277
9,1,0.27768,0.67544,0.32276,0.27129,0.67861,0.32272
9,1,0.26639,0.66298,0.35755,0.25946,0.66757,0.35740
9,1,0.52566,0.85738,0.32825,0.52373,0.86092,0.32803
9,1,0.51191,0.85107,0.36305,0.50985,0.85597,0.36275
9,1,0.63317,0.89202,0.38320,0.63333,0.89779,0.38296
9,1,0.62012,0.88928,0.41799,0.61992,0.89593,0.41777
9,1,0.83472,0.85492,0.38869,0.83628,0.85653,0.38850
9,1,0.82705,0.86098,0.42349,0.82736,0.86192,0.42329
9,1,0.88110,0.79195,0.44363,0.88250,0.79244,0.44360
9,1,0.87683,0.80115,0.47843,0.87994,0.80405,0.47829
9,1,0.89865,0.69497,0.13045,0.90269,0.69608,0.13066
9,1,0.81285,0.44241,0.13594,0.81401,0.43887,0.13606
9,1,0.82119,0.45606,0.17074,0.82252,0.45275,0.17072
9,1,0.73361,0.33702,0.19089,0.73464,0.33082,0.19072
9,1,0.74462,0.34968,0.22569,0.74507,0.34432,0.22540
9,1,0.48809,0.14893,0.19638,0.48417,0.14082,0.19619
9,1,0.50185,0.15567,0.23118,0.49858,0.14708,0.23099
9,1,0.37988,0.11072,0.25133,0.37491,0.10040,0.25138
9,1,0.39307,0.11392,0.28613,0.38940,0.10521,0.28624
9,1,0.17295,0.13902,0.25682,0.16534,0.12968,0.25712
9,1,0.18102,0.13340,0.29162,0.17464,0.12501,0.29198
9,1,0.12317,0.19885,0.31177,0.11751,0.19336,0.31230
9,1,0.12789,0.19001,0.34657,0.12373,0.18648,0.34707
9,1,0.12198,0.42069,0.31726,0.11642,0.41872,0.31758
9,1,0.11783,0.40725,0.35206,0.11260,0.40699,0.35234
9,1,0.17085,0.53023,0.37221,0.16564,0.53257,0.37225
9,1,0.16328,0.51649,0.40700,0.15869,0.52010,0.40700
9,1,0.37635,0.76641,0.37770,0.37166,0.77309,0.37750
9,1,0.36334,0.75602,0.41250,0.35879,0.76503,0.41229
9,1,0.48439,0.83719,0.43265,0.48242,0.84568,0.43256
9,1,0.47065,0.82965,0.46744,0.46941,0.83716,0.46742
9,1,0.73060,0.89695,0.43814,0.73107,0.90063,0.43803
9,1,0.71923,0.89799,0.47294,0.72085,0.90368,0.47284
9,1,0.81054,0.87179,0.49309,0.81345,0.87639,0.49297
9,1,0.80173,0.87654,0.52788,0.80676,0.88294,0.52771
9,1,0.89858,0.70685,0.49858,0.90413,0.71013,0.49845
9,1,0.89804,0.71850,0.53338,0.90624,0.72371,0.53311
9,1,0.88217,0.59275,0.18539,0.88389,0.59116,0.18535
9,1,0.88586,0.60608,0.22019,0.88742,0.60531,0.21998
9,1,0.83672,0.48351,0.24034,0.83699,0.48075,0.24006
9,1,0.84389,0.49726,0.27514,0.84576,0.49635,0.27478
9,1,0.63666,0.24398,0.24583,0.63553,0.23709,0.24565
9,1,0.64951,0.25468,0.28063,0.64991,0.24985,0.28042
9,1,0.52935,0.17035,0.30078,0.52830,0.16451,0.30086
9,1,0.54306,0.17828,0.33558,0.54369,0.17364,0.33566
9,1,0.28077,0.10201,0.30627,0.27650,0.09404,0.30668
9,1,0.29239,0.10144,0.34107,0.28987,0.09587,0.34144
9,1,0.19827,0.12346,0.36122,0.19563,0.11953,0.36171
9,1,0.20745,0.11917,0.39602,0.20716,0.11697,0.39634
9,1,0.10196,0.28151,0.36671,0.09750,0.28001,0.36708
9,1,0.10297,0.27013,0.40151,0.10066,0.27009,0.40174
9,1,0.11091,0.38072,0.42166,0.10756,0.38250,0.42171
9,1,0.10814,0.36766,0.45646,0.10434,0.36836,0.45643
9,1,0.24466,0.63749,0.42715,0.23855,0.64405,0.42715
9,1,0.23424,0.62449,0.46195,0.22969,0.63040,0.46193
9,1,0.33783,0.73432,0.48210,0.33449,0.74211,0.48228
9,1,0.32535,0.72305,0.51690,0.32243,0.72895,0.51706
9,1,0.59361,0.88242,0.48759,0.59420,0.88956,0.48766
9,1,0.58018,0.87830,0.52239,0.58174,0.88437,0.52247
9,1,0.69574,0.89866,0.54254,0.69980,0.90572,0.54250
9,1,0.68363,0.89828,0.57733,0.68874,0.90596,0.57722
9,1,0.86695,0.81845,0.54803,0.87527,0.82557,0.54777
9,1,0.86135,0.82654,0.58283,0.87097,0.83512,0.58249
9,1,0.89554,0.74098,0.60298,0.90621,0.74852,0.60270
9,1,0.89359,0.75180,0.63777,0.90394,0.76021,0.63749
9,1,0.89186,0.63234,0.28979,0.89748,0.63379,0.28948
9,1,0.89416,0.64524,0.32459,0.90143,0.64732,0.32427
9,1,0.76576,0.37551,0.29528,0.76762,0.37276,0.29508
9,1,0.77586,0.38866,0.33008,0.77968,0.38649,0.32989
9,1,0.67465,0.27695,0.35023,0.67847,0.27252,0.35029
9,1,0.68691,0.28849,0.38503,0.69238,0.28353,0.38508
9,1,0.41982,0.12170,0.35572,0.41936,0.11723,0.35608
9,1,0.43335,0.12627,0.39052,0.43434,0.12129,0.39081
9,1,0.31637,0.10173,0.41067,0.31634,0.09739,0.41096
9,1,0.32869,0.10258,0.44547,0.32802,0.09682,0.44560
9,1,0.13865,0.17346,0.41616,0.13806,0.17287,0.41641
9,1,0.14468,0.16576,0.45096,0.14349,0.16419,0.45105
9,1,0.10641,0.24820,0.47111,0.10289,0.24696,0.47112
9,1,0.10884,0.23768,0.50591,0.10406,0.23474,0.50586
9,1,0.14935,0.48897,0.47660,0.14645,0.49187,0.47662
9,1,0.14302,0.47523,0.51140,0.14015,0.47708,0.51143
9,1,0.21437,0.59806,0.53155,0.21102,0.60149,0.53181
9,1,0.20494,0.58467,0.56635,0.20142,0.58795,0.56658
9,1,0.44329,0.81340,0.53704,0.44316,0.81821,0.53729
9,1,0.42970,0.80471,0.57184,0.43045,0.81031,0.57204
9,1,0.55304,0.86872,0.59199,0.55648,0.87584,0.59199
9,1,0.53937,0.86326,0.62679,0.54358,0.87123,0.62669
9,1,0.78303,0.88468,0.59748,0.79141,0.89438,0.59720
9,1,0.77317,0.88806,0.63228,0.78246,0.89955,0.63196
9,1,0.84887,0.84155,0.65243,0.85903,0.85173,0.65222
9,1,0.84200,0.84844,0.68722,0.85181,0.85865,0.68709
9,1,0.85699,0.52478,0.34473,0.86247,0.52442,0.34457
9,1,0.86290,0.53850,0.37953,0.86918,0.53870,0.37940
9,1,0.79506,0.41533,0.39968,0.80180,0.41311,0.39973
9,1,0.80413,0.42883,0.43448,0.81157,0.42703,0.43453
9,1,0.57030,0.19530,0.40517,0.57350,0.18936,0.40541
9,1,0.58380,0.20435,0.43997,0.58757,0.19934,0.44016
9,1,0.46063,0.13674,0.46012,0.46187,0.13230,0.46026
9,1,0.47434,0.14262,0.49492,0.47609,0.13894,0.49498
9,1,0.22683,0.11194,0.46561,0.22435,0.10626,0.46565
9,1,0.23702,0.10901,0.50041,0.23357,0.10222,0.50035
9,1,0.15800,0.15156,0.52056,0.15420,0.14704,0.52052
9,1,0.16528,0.14508,0.55536,0.16293,0.14232,0.55533
9,1,0.10401,0.34203,0.52605,0.09960,0.34136,0.52613
9,1,0.10265,0.32949,0.56085,0.09696,0.32813,0.56096
9,1,0.13162,0.44783,0.58100,0.12699,0.44883,0.58123
9,1,0.12658,0.43422,0.61580,0.12327,0.43519,0.61599
9,1,0.30104,0.69972,0.58649,0.29926,0.70513,0.58676
9,1,0.28924,0.68769,0.62129,0.28829,0.69369,0.62143
9,1,0.40279,0.78624,0.64144,0.40498,0.79349,0.64139
9,1,0.38951,0.77649,0.67624,0.39123,0.78382,0.67605
9,1,0.65878,0.89609,0.64693,0.66543,0.90598,0.64671
9,1,0.64606,0.89429,0.68173,0.65230,0.90416,0.68148
9,1,0.75248,0.89344,0.70188,0.76059,0.90403,0.70181
9,1,0.74168,0.89543,0.73668,0.74834,0.90553,0.73667
9,1,0.88827,0.77253,0.70737,0.89847,0.78128,0.70751
9,1,0.88491,0.78241,0.74217,0.89346,0.79039,0.74240
9,1,0.89735,0.67051,0.39418,0.90413,0.67249,0.39415
9,1,0.89824,0.68285,0.42898,0.90310,0.68394,0.42891
9,1,0.87342,0.56578,0.44913,0.87945,0.56607,0.44917
9,1,0.87802,0.57931,0.48393,0.88362,0.58093,0.48385
9,1,0.71076,0.31231,0.45462,0.71747,0.30814,0.45477
9,1,0.72232,0.32456,0.48942,0.72871,0.32184,0.48945
9,1,0.61050,0.22351,0.50957,0.61417,0.22079,0.50960
9,1,0.62365,0.23359,0.54437,0.62799,0.23267,0.54430
9,1,0.35394,0.10571,0.51506,0.35305,0.09987,0.51508
9,1,0.36683,0.10798,0.54986,0.36665,0.10390,0.54982
9,1,0.25832,0.10457,0.57001,0.25674,0.10058,0.57010
9,1,0.26940,0.10305,0.60481,0.26946,0.10041,0.60486
9,1,0.11509,0.21759,0.57550,0.11120,0.21504,0.57567
9,1,0.11890,0.20805,0.61030,0.11640,0.20620,0.61045
9,1,0.10135,0.30503,0.63045,0.09732,0.30392,0.63066
9,1,0.10142,0.29315,0.66525,0.09844,0.29231,0.66533
9,1,0.18715,0.55759,0.63594,0.18600,0.56113,0.63606
9,1,0.17881,0.54394,0.67074,0.17748,0.54725,0.67072
9,1,0.26639,0.66298,0.69089,0.26536,0.66918,0.69072
9,1,0.25538,0.65032,0.72569,0.25493,0.65568,0.72540
9,1,0.51191,0.85107,0.69638,0.51583,0.85918,0.69619
9,1,0.49815,0.84434,0.73118,0.50142,0.85292,0.73099
9,1,0.62012,0.88928,0.75133,0.62509,0.89960,0.75138
9,1,0.60693,0.88608,0.78613,0.61060,0.89479,0.78624
9,1,0.82705,0.86098,0.75682,0.83467,0.87032,0.75712
9,1,0.81899,0.86660,0.79162,0.82536,0.87499,0.79198
9,1,0.87683,0.80115,0.81177,0.88249,0.80664,0.81230
9,1,0.87211,0.80999,0.84657,0.87627,0.81352,1.00000
9,1,0.82119,0.45606,0.50407,0.82764,0.45645,0.50406
9,1,0.82915,0.46977,0.53887,0.83673,0.47181,0.53871
9,1,0.74462,0.34968,0.55902,0.75143,0.34996,0.55893
9,1,0.75534,0.36251,0.59382,0.76392,0.36415,0.59364
9,1,0.50185,0.15567,0.56451,0.50417,0.15514,0.56453
9,1,0.51561,0.16281,0.59931,0.51979,0.16354,0.59928
9,1,0.39307,0.11392,0.61946,0.39562,0.11368,0.61961
9,1,0.40639,0.11758,0.65426,0.40979,0.11689,0.65436
9,1,0.18102,0.13340,0.62495,0.17988,0.13043,0.62518
9,1,0.18946,0.12821,0.65975,0.18901,0.12591,0.65990
9,1,0.12789,0.19001,0.67990,0.12606,0.18835,0.68003
9,1,0.13305,0.18155,0.71470,0.13137,0.17977,0.71467
9,1,0.11783,0.40725,0.68539,0.11611,0.40884,0.68535
9,1,0.11414,0.39392,0.72019,0.11258,0.39469,0.71998
9,1,0.16328,0.51649,0.74034,0.16301,0.51925,0.74006
9,1,0.15611,0.50274,0.77514,0.15424,0.50365,0.77478
9,1,0.36334,0.75602,0.74583,0.36447,0.76291,0.74565
9,1,0.35050,0.74532,0.78063,0.35009,0.75016,0.78042
9,1,0.47065,0.82965,0.80078,0.47170,0.83549,0.80086
9,1,0.45694,0.82172,0.83558,0.45631,0.82636,0.83566
9,1,0.71923,0.89799,0.80627,0.72350,0.90596,0.80668
9,1,0.70761,0.89856,0.84107,0.71013,0.90413,0.84144
9,1,0.80173,0.87654,0.86122,0.80438,0.88047,0.86171
9,1,0.79255,0.88084,0.89602,0.79284,0.88304,0.89634
9,1,0.89804,0.71850,0.86671,0.90250,0.71999,0.86708
9,1,0.89703,0.72988,0.90151,0.89934,0.72991,0.90174
9,1,0.88586,0.60608,0.55353,0.89544,0.61061,0.55328
9,1,0.88909,0.61928,0.58832,0.90003,0.62508,0.58802
9,1,0.84389,0.49726,0.60847,0.85341,0.50118,0.60829
9,1,0.85065,0.51103,0.64327,0.85897,0.51524,0.64313
9,1,0.64951,0.25468,0.61396,0.65645,0.25461,0.61393
9,1,0.66217,0.26568,0.64876,0.67008,0.26441,0.64871
9,1,0.54306,0.17828,0.66891,0.54811,0.17716,0.66904
9,1,0.55671,0.18660,0.70371,0.56226,0.18515,0.70382
9,1,0.29239,0.10144,0.67440,0.29383,0.09950,0.67460
9,1,0.30426,0.10134,0.70920,0.30538,0.09803,0.70928
9,1,0.20745,0.11917,0.72935,0.20732,0.11685,0.72932
9,1,0.21697,0.11532,0.76415,0.21559,0.11175,0.76400
9,1,0.10297,0.27013,0.73484,0.09975,0.26873,0.73468
9,1,0.10446,0.25902,0.76964,0.09971,0.25630,0.76932
9,1,0.10814,0.36766,0.78979,0.10252,0.36621,0.78948
9,1,0.10584,0.35476,0.82459,0.09858,0.35268,0.82427
9,1,0.23424,0.62449,0.79528,0.23238,0.62724,0.79508
9,1,0.22415,0.61134,0.83008,0.22032,0.61351,0.82989
9,1,0.32535,0.72305,0.85023,0.32154,0.72748,0.85029
9,1,0.31309,0.71151,0.88503,0.30762,0.71647,0.88508
9,1,0.58018,0.87830,0.85572,0.58064,0.88277,0.85608
9,1,0.56665,0.87373,0.89052,0.56566,0.87871,0.89081
9,1,0.68363,0.89828,0.91067,0.68366,0.90262,0.91096
9,1,0.67131,0.89742,0.94547,0.67198,0.90318,0.94560
9,1,0.86135,0.82654,0.91616,0.86194,0.82713,0.91641
9,1,0.85532,0.83424,0.95096,0.85651,0.83581,0.95105
9,1,0.89359,0.75180,0.97111,0.89711,0.75304,0.97112
9,1,0.89416,0.64524,0.65792,0.90319,0.65145,0.65783
9,1,0.89599,0.65797,0.69272,0.90421,0.66407,0.69270
9,1,0.77586,0.38866,0.66342,0.78432,0.39064,0.66345
9,1,0.78563,0.40194,0.69821,0.79380,0.40430,0.69827
9,1,0.68691,0.28849,0.71836,0.69509,0.28739,0.71853
9,1,0.69896,0.30028,0.75316,0.70619,0.29880,0.75327
9,1,0.43335,0.12627,0.72385,0.43621,0.12315,0.72395
9,1,0.44696,0.13128,0.75865,0.44938,0.12717,0.75866
9,1,0.32869,0.10258,0.77880,0.32838,0.09736,0.77865
9,1,0.34122,0.10391,0.81360,0.34105,0.09963,0.81335
9,1,0.14468,0.16576,0.78429,0.14192,0.16294,0.78406
9,1,0.15113,0.15846,0.81909,0.14669,0.15445,0.81882
9,1,0.10884,0.23768,0.83924,0.10156,0.23355,0.83902
9,1,0.11173,0.22748,0.87404,0.10546,0.22419,0.87383
9,1,0.14302,0.47523,0.84473,0.13753,0.47558,0.84457
9,1,0.13710,0.46151,0.87953,0.13082,0.46130,0.87940
9,1,0.20494,0.58467,0.89968,0.19820,0.58689,0.89973
9,1,0.19587,0.57117,0.93448,0.18843,0.57297,0.93453
9,1,0.42970,0.80471,0.90517,0.42650,0.81065,0.90541
9,1,0.41620,0.79565,0.93997,0.41243,0.80066,0.94016
9,1,0.53937,0.86326,0.96012,0.53813,0.86770,0.96026
9,1,0.52566,0.85738,0.99492,0.52392,0.86106,0.99498
9,1,0.77317,0.88806,0.96561,0.77565,0.89374,0.96565
9,1,0.86290,0.53850,0.71287,0.87047,0.54297,0.71303
9,1,0.86838,0.55217,0.74766,0.87520,0.55589,0.74788
9,1,0.80413,0.42883,0.76781,0.81105,0.43013,0.76803
9,1,0.81285,0.44241,0.80261,0.81899,0.44280,0.80277
9,1,0.58380,0.20435,0.77331,0.58837,0.20104,0.77330
9,1,0.59721,0.21376,0.80810,0.60137,0.21026,0.80796
9,1,0.47434,0.14262,0.82825,0.47627,0.13908,0.82803
9,1,0.48809,0.14893,0.86305,0.49015,0.14403,0.86275
9,1,0.23702,0.10901,0.83374,0.23447,0.10446,0.83348
9,1,0.24752,0.10656,0.86854,0.24602,0.10239,0.86825
9,1,0.16528,0.14508,0.88869,0.16372,0.14347,0.88850
9,1,0.17295,0.13902,0.92349,0.17264,0.13808,0.92329
9,1,0.10265,0.32949,0.89418,0.09587,0.32751,0.89415
9,1,0.10177,0.31715,0.92898,0.09690,0.31606,0.92891
9,1,0.12658,0.43422,0.94913,0.12055,0.43393,0.94917
9,1,0.12198,0.42069,0.98393,0.11638,0.41907,0.98385
9,1,0.28924,0.68769,0.95462,0.28253,0.69186,0.95477
9,1,0.27768,0.67544,0.98942,0.27129,0.67816,0.98945
9,1,0.89824,0.68285,0.76232,0.90439,0.68781,0.76271
9,1,0.89865,0.69497,0.79711,0.90480,0.69932,0.79754
9,1,0.87802,0.57931,0.81726,0.88358,0.58128,0.81758
9,1,0.88217,0.59275,0.85206,0.88740,0.59301,0.85234
9,1,0.72232,0.32456,0.82276,0.72871,0.32139,0.82272
9,1,0.73361,0.33702,0.85755,0.74054,0.33243,0.85740
9,1,0.62365,0.23359,0.87770,0.62834,0.22691,0.87750
9,1,0.63666,0.24398,0.91250,0.64121,0.23497,0.91229
9,1,0.36683,0.10798,0.88320,0.36667,0.10222,0.88296
9,1,0.37988,0.11072,0.91799,0.38008,0.10407,0.91777
9,1,0.26940,0.10305,0.93814,0.26893,0.09937,0.93803
9,1,0.28077,0.10201,0.97294,0.27915,0.09633,0.97284
9,1,0.11890,0.20805,0.94363,0.11751,0.20756,0.94360
9,1,0.12317,0.19885,0.97843,0.12006,0.19595,0.97829
9,1,0.10142,0.29315,0.99858,0.09587,0.28987,0.99845
9,1,0.82915,0.46977,0.87221,0.83436,0.46743,0.87225
9,1,0.83672,0.48351,0.90700,0.84131,0.47990,0.90700
9,1,0.75534,0.36251,0.92715,0.76145,0.35595,0.92715
9,1,0.76576,0.37551,0.96195,0.77031,0.36960,0.96193
9,1,0.51561,0.16281,0.93265,0.51759,0.15432,0.93256
9,1,0.52935,0.17035,0.96744,0.53059,0.16285,0.96742
9,1,0.40639,0.11758,0.98759,0.40581,0.11044,0.98766
9,1,0.18946,0.12821,0.99309,0.18655,0.12361,0.99297
9,1,0.88909,0.61928,0.92166,0.89244,0.61750,0.92171
9,1,0.89186,0.63234,0.95646,0.89567,0.63164,0.95643
9,1,0.85065,0.51103,0.97660,0.85356,0.50813,0.97662
9,1,0.66217,0.26568,0.98210,0.66551,0.25789,0.98228
9,2,0.89914,0.76501,0.00418,0.90495,0.76912,0.00413
9,2,0.67235,0.90475,0.00580,0.67618,0.91086,0.00562
9,2,0.64961,0.90188,0.03816,0.65284,0.90895,0.03796
9,2,0.85200,0.85160,0.01551,0.85663,0.85625,0.01552
9,2,0.83899,0.86335,0.04787,0.84204,0.86856,0.04789
9,2,0.88697,0.80051,0.06891,0.89029,0.80487,0.06904
9,2,0.87872,0.81662,0.10127,0.88005,0.81986,0.10141
9,2,0.19673,0.58242,0.01874,0.19460,0.58446,0.01875
9,2,0.40626,0.79544,0.02845,0.40671,0.79863,0.02843
9,2,0.51691,0.85996,0.04949,0.51858,0.86493,0.04943
9,2,0.49214,0.84781,0.08185,0.49185,0.85436,0.08178
9,2,0.74638,0.90290,0.05920,0.74971,0.91032,0.05925
9,2,0.72623,0.90531,0.09156,0.72813,0.91290,0.09169
9,2,0.80922,0.88276,0.11259,0.81053,0.88744,0.11276
9,2,0.79259,0.89034,0.14496,0.79253,0.89360,0.14510
9,2,0.90437,0.73577,0.12230,0.90626,0.73761,0.12234
9,2,0.90126,0.75550,0.15467,0.90257,0.75636,0.15464
9,2,0.09659,0.33968,0.00904,0.09489,0.33938,0.00898
9,2,0.12465,0.44686,0.03007,0.12311,0.44764,0.03006
9,2,0.11588,0.42241,0.06243,0.11360,0.42280,0.06242
9,2,0.28134,0.68716,0.03978,0.27976,0.69059,0.03983
9,2,0.26088,0.66484,0.07214,0.25802,0.66809,0.07214
9,2,0.35885,0.75931,0.09318,0.35643,0.76462,0.09315
9,2,0.33589,0.73976,0.12554,0.33147,0.74293,0.12554
9,2,0.60253,0.89168,0.10289,0.60295,0.89947,0.10304
9,2,0.57838,0.88438,0.13525,0.57683,0.89063,0.13544
9,2,0.68349,0.90562,0.15628,0.68258,0.91000,0.15652
9,2,0.66105,0.90350,0.18865,0.65963,0.90577,0.18882
9,2,0.85802,0.84524,0.16599,0.85747,0.84562,0.16603
9,2,0.84566,0.85765,0.19836,0.84564,0.85747,0.19836
9,2,0.89056,0.79204,0.21939,0.89377,0.79250,0.21930
9,2,0.88303,0.80871,0.25175,0.88754,0.81015,0.25166
9,2,0.22514,0.10353,0.01065,0.22413,0.09999,0.01074
9,2,0.24388,0.09887,0.04302,0.24277,0.09613,0.04305
9,2,0.10335,0.22572,0.02036,0.10082,0.22383,0.02032
9,2,0.10944,0.20797,0.05272,0.10522,0.20556,0.05269
9,2,0.09378,0.29544,0.07376,0.08811,0.29376,0.07374
9,2,0.09463,0.27443,0.10612,0.08684,0.27139,0.10606
9,2,0.16609,0.53340,0.08347,0.16323,0.53464,0.08354
9,2,0.15261,0.50866,0.11583,0.14631,0.50795,0.11581
9,2,0.22269,0.61843,0.13687,0.21661,0.61938,0.13684
9,2,0.20511,0.59452,0.16923,0.19960,0.59419,0.16927
9,2,0.44277,0.81968,0.14658,0.43929,0.82342,0.14669
9,2,0.41836,0.80380,0.17894,0.41471,0.80634,0.17906
