,_id,Chiral indice n,Chiral indice m,Initial atomic coordinate u,Initial atomic coordinate v,Initial atomic coordinate w',Calculated atomic coordinates u',Calculated atomic coordinates v',Calculated atomic coordinates w',Initial atomic coordinate w
4118,60be2c98e451737687210a1b,7,6,0.108972,0.175184,,0.107608,0.174494,0.947365,0.947478
4119,60be2c98e451737687210a1c,7,6,0.089095,0.225525,,0.082939,0.222171,0.972244,0.972412
4120,60be2c98e451737687210a1d,7,6,0.105399,0.181813,,0.099502,0.17841,0.998623,0.998659
4121,60be2c98e451737687210a1e,7,6,0.100524,0.408476,,0.092303,0.406552,0.995913,0.996034
4122,60be2c98e451737687210a1f,7,6,0.889112,0.56099,,0.891522,0.561122,0.649553,0.649578
4123,60be2c98e451737687210a20,7,6,0.907641,0.621555,,0.911127,0.622476,0.675871,0.675825
4124,60be2c98e451737687210a21,7,6,0.885178,0.550729,,0.889339,0.550649,0.700787,0.700759
4125,60be2c98e451737687210a22,7,6,0.905167,0.611611,,0.910446,0.612959,0.727032,0.727006
4126,60be2c98e451737687210a23,7,6,0.761217,0.347376,,0.76514,0.344486,0.724444,0.724381
4127,60be2c98e451737687210a24,7,6,0.806708,0.406689,,0.810459,0.405737,0.75069,0.750628
4128,60be2c98e451737687210a25,7,6,0.753048,0.337783,,0.75654,0.336596,0.77566,0.775562
4129,60be2c98e451737687210a26,7,6,0.799569,0.396625,,0.803456,0.396403,0.801921,0.801809
4130,60be2c98e451737687210a27,7,6,0.564402,0.174031,,0.564802,0.172378,0.799259,0.799184
4131,60be2c98e451737687210a28,7,6,0.624853,0.216442,,0.625967,0.215203,0.825583,0.825431
4132,60be2c98e451737687210a29,7,6,0.554153,0.167637,,0.553881,0.164274,0.850472,0.850365
4133,60be2c98e451737687210a2a,7,6,0.614933,0.208914,,0.615734,0.206136,0.876746,0.876612
4134,60be2c98e451737687210a2b,7,6,0.350595,0.08669,,0.346922,0.075903,0.874038,0.873987
4135,60be2c98e451737687210a2c,7,6,0.410056,0.10101,,0.408065,0.092384,0.900344,0.900234
4136,60be2c98e451737687210a2d,7,6,0.34097,0.085182,,0.338467,0.077329,0.925301,0.925168
4137,60be2c98e451737687210a2e,7,6,0.399973,0.098003,,0.398887,0.092461,0.951573,0.951415
4138,60be2c98e451737687210a2f,7,6,0.176207,0.108397,,0.175206,0.106811,0.94887,0.94879
4139,60be2c98e451737687210a30,7,6,0.218991,0.090848,,0.217634,0.088823,0.975241,0.975037
4140,60be2c98e451737687210a31,7,6,0.881009,0.540437,,0.8852,0.540824,0.751987,0.75194
4141,60be2c98e451737687210a32,7,6,0.902445,0.601598,,0.907825,0.603198,0.778263,0.778187
4142,60be2c98e451737687210a33,7,6,0.876606,0.53012,,0.881802,0.531078,0.803233,0.803121
4143,60be2c98e451737687210a34,7,6,0.899476,0.591524,,0.906708,0.593521,0.829508,0.829368
4144,60be2c98e451737687210a35,7,6,0.744724,0.328289,,0.747613,0.327039,0.82686,0.826743
4145,60be2c98e451737687210a36,7,6,0.792247,0.386624,,0.796812,0.386306,0.853139,0.85299
4146,60be2c98e451737687210a37,7,6,0.73625,0.3189,,0.738859,0.317511,0.877997,0.877924
4147,60be2c98e451737687210a38,7,6,0.784746,0.376693,,0.787332,0.37637,0.904274,0.904171
4148,60be2c98e451737687210a39,7,6,0.54387,0.161445,,0.543623,0.156973,0.901652,0.901546
4149,60be2c98e451737687210a3a,7,6,0.604943,0.201563,,0.60583,0.198486,0.927906,0.927793
4150,60be2c98e451737687210a3b,7,6,0.533561,0.155461,,0.533768,0.151895,0.952852,0.952727
4151,60be2c98e451737687210a3c,7,6,0.594889,0.194396,,0.596478,0.192103,0.979055,0.978974
4152,60be2c98e451737687210a3d,7,6,0.331442,0.083927,,0.330034,0.079073,0.976552,0.976349
4153,60be2c98e451737687210a3e,7,6,0.871973,0.519784,,0.879324,0.520894,0.854483,0.854302
4154,60be2c98e451737687210a3f,7,6,0.896263,0.581394,,0.904411,0.583917,0.880697,0.880549
4155,60be2c98e451737687210a40,7,6,0.867113,0.509437,,0.871376,0.510327,0.9056,0.905483
4156,60be2c98e451737687210a41,7,6,0.892808,0.571213,,0.897518,0.573091,0.931825,0.93173
4157,60be2c98e451737687210a42,7,6,0.727631,0.309621,,0.729535,0.307774,0.929186,0.929105
4158,60be2c98e451737687210a43,7,6,0.777071,0.366837,,0.779778,0.366418,0.955434,0.955352
4159,60be2c98e451737687210a44,7,6,0.718874,0.30046,,0.72179,0.298891,0.980383,0.980286
4160,60be2c98e451737687210a45,7,6,0.918555,0.706989,,0.927393,0.711472,0.881915,0.881861
4161,60be2c98e451737687210a46,7,6,0.918361,0.697928,,0.925285,0.70185,0.933106,0.933042
4162,60be2c98e451737687210a47,7,6,0.862027,0.499084,,0.865628,0.499866,0.956725,0.956664
4163,60be2c98e451737687210a48,7,6,0.889112,0.56099,,0.894446,0.562889,0.982947,0.982911
4164,60be2c98e451737687210a49,7,6,0.917912,0.688745,,0.926725,0.693172,0.984277,0.984223
4165,60be2c98e451737687210a4a,8,1,0.86644,0.78494,,0.871737,0.788688,0.000522,0.000264
4166,60be2c98e451737687210a4b,8,1,0.861048,0.795802,,0.865321,0.799814,0.039345,0.039076
4167,60be2c98e451737687210a4c,8,1,0.406427,0.776461,,0.404487,0.781129,0.025602,0.025378
4168,60be2c98e451737687210a4d,8,1,0.67973,0.884532,,0.682255,0.891052,0.032482,0.032227
4169,60be2c98e451737687210a4e,8,1,0.784025,0.866852,,0.787952,0.872586,0.055362,0.055058
4170,60be2c98e451737687210a4f,8,1,0.772593,0.87151,,0.777564,0.878634,0.094124,0.093871
4171,60be2c98e451737687210a50,8,1,0.884789,0.695372,,0.889283,0.697439,0.062181,0.061907
4172,60be2c98e451737687210a51,8,1,0.884285,0.709454,,0.890056,0.712529,0.10097,0.10072
4173,60be2c98e451737687210a52,8,1,0.118856,0.263571,,0.111824,0.259799,0.011898,0.011679
4174,60be2c98e451737687210a53,8,1,0.181015,0.5269,,0.174585,0.527688,0.01878,0.018528
4175,60be2c98e451737687210a54,8,1,0.272378,0.654884,,0.267719,0.658324,0.04169,0.041359
4176,60be2c98e451737687210a55,8,1,0.259241,0.639585,,0.255091,0.642865,0.080526,0.080172
4177,60be2c98e451737687210a56,8,1,0.5379,0.85058,,0.538307,0.85749,0.048482,0.048209
4178,60be2c98e451737687210a57,8,1,0.52139,0.84343,,0.521656,0.850987,0.087315,0.087022
4179,60be2c98e451737687210a58,8,1,0.649815,0.881864,,0.653285,0.890433,0.11008,0.109853
4180,60be2c98e451737687210a59,8,1,0.634427,0.879468,,0.637927,0.888369,0.148838,0.148665
4181,60be2c98e451737687210a5a,8,1,0.848268,0.815865,,0.854589,0.821571,0.116878,0.116702
4182,60be2c98e451737687210a5b,8,1,0.840905,0.825028,,0.847488,0.831805,0.155654,0.155515
4183,60be2c98e451737687210a5c,8,1,0.881144,0.736429,,0.888724,0.741213,0.1783,0.178346
4184,60be2c98e451737687210a5d,8,1,0.878513,0.749272,,0.887605,0.755468,0.217016,0.217159
4185,60be2c98e451737687210a5e,8,1,0.251764,0.121245,,0.246577,0.113626,0.005001,0.00483
4186,60be2c98e451737687210a5f,8,1,0.16709,0.166411,,0.161505,0.161446,0.027894,0.027661
4187,60be2c98e451737687210a60,8,1,0.175701,0.158468,,0.169538,0.153044,0.066742,0.066474
4188,60be2c98e451737687210a61,8,1,0.123351,0.379919,,0.115208,0.378063,0.034828,0.03451
4189,60be2c98e451737687210a62,8,1,0.120309,0.364302,,0.112947,0.362203,0.073668,0.073323
4190,60be2c98e451737687210a63,8,1,0.163694,0.493801,,0.158564,0.494325,0.096488,0.096154
4191,60be2c98e451737687210a64,8,1,0.15596,0.477254,,0.150962,0.477438,0.13523,0.134967
4192,60be2c98e451737687210a65,8,1,0.374687,0.752428,,0.372558,0.758641,0.103307,0.103003
4193,60be2c98e451737687210a66,8,1,0.35915,0.739699,,0.357757,0.744142,0.14207,0.141816
4194,60be2c98e451737687210a67,8,1,0.488283,0.827237,,0.489079,0.833505,0.164776,0.164647
4195,60be2c98e451737687210a68,8,1,0.471746,0.818224,,0.471358,0.823326,0.203493,0.20346
4196,60be2c98e451737687210a69,8,1,0.748236,0.878755,,0.754171,0.8877,0.171552,0.171496
4197,60be2c98e451737687210a6a,8,1,0.735356,0.881328,,0.740134,0.889068,0.210271,0.210309
4198,60be2c98e451737687210a6b,8,1,0.824299,0.841532,,0.831349,0.848526,0.232917,0.23314
4199,60be2c98e451737687210a6c,8,1,0.815088,0.848843,,0.821057,0.855523,0.271712,0.271953
4200,60be2c98e451737687210a6d,8,1,0.656125,0.273474,,0.65844,0.267952,0.014196,0.013962
4201,60be2c98e451737687210a6e,8,1,0.671112,0.287066,,0.67261,0.282718,0.053035,0.052775
4202,60be2c98e451737687210a6f,8,1,0.38121,0.123631,,0.378045,0.115323,0.021053,0.020811
4203,60be2c98e451737687210a70,8,1,0.397066,0.127427,,0.393671,0.11912,0.0599,0.059624
4204,60be2c98e451737687210a71,8,1,0.277959,0.116805,,0.27267,0.109408,0.082747,0.082455
4205,60be2c98e451737687210a72,8,1,0.291686,0.115647,,0.287296,0.108206,0.121507,0.121268
4206,60be2c98e451737687210a73,8,1,0.124819,0.238347,,0.11732,0.233802,0.089609,0.089305
4207,60be2c98e451737687210a74,8,1,0.128846,0.22645,,0.121325,0.220869,0.128354,0.128117
4208,60be2c98e451737687210a75,8,1,0.11634,0.33385,,0.109716,0.33112,0.151105,0.150948
4209,60be2c98e451737687210a76,8,1,0.11542,0.319071,,0.107921,0.315115,0.189815,0.189761
4210,60be2c98e451737687210a77,8,1,0.234327,0.608242,,0.230921,0.610591,0.157971,0.157798
4211,60be2c98e451737687210a78,8,1,0.222596,0.592255,,0.217618,0.593082,0.196635,0.196611
4212,60be2c98e451737687210a79,8,1,0.328888,0.712934,,0.32626,0.715645,0.219329,0.219442
4213,60be2c98e451737687210a7a,8,1,0.314218,0.698947,,0.311237,0.701306,0.258064,0.258254
4214,60be2c98e451737687210a7b,8,1,0.602934,0.872573,,0.605233,0.87987,0.226189,0.226291
4215,60be2c98e451737687210a7c,8,1,0.586887,0.868087,,0.588053,0.873908,0.264891,0.265104
4216,60be2c98e451737687210a7d,8,1,0.708314,0.884353,,0.711507,0.890208,0.287661,0.287935
4217,60be2c98e451737687210a7e,8,1,0.694202,0.884798,,0.696146,0.889132,0.32647,0.326748
4218,60be2c98e451737687210a7f,8,1,0.871154,0.77355,,0.878406,0.778792,0.294518,0.294784
4219,60be2c98e451737687210a80,8,1,0.86644,0.78494,,0.872076,0.788781,0.333305,0.333597
4220,60be2c98e451737687210a81,8,1,0.884789,0.695372,,0.889651,0.698095,0.395047,0.395241
4221,60be2c98e451737687210a82,8,1,0.851137,0.539251,,0.856848,0.538749,0.007356,0.007113
4222,60be2c98e451737687210a83,8,1,0.857584,0.555683,,0.863055,0.55572,0.046196,0.045926
4223,60be2c98e451737687210a84,8,1,0.78862,0.423903,,0.791382,0.421667,0.069053,0.068757
4224,60be2c98e451737687210a85,8,1,0.799302,0.440201,,0.803318,0.438925,0.107806,0.107569
4225,60be2c98e451737687210a86,8,1,0.544738,0.191379,,0.543882,0.184922,0.07586,0.075606
4226,60be2c98e451737687210a87,8,1,0.56114,0.201553,,0.561485,0.19622,0.114616,0.114419
4227,60be2c98e451737687210a88,8,1,0.429321,0.13708,,0.427667,0.13038,0.137358,0.13725
4228,60be2c98e451737687210a89,8,1,0.44566,0.142919,,0.444205,0.135674,0.176087,0.176063
4229,60be2c98e451737687210a8a,8,1,0.194708,0.144492,,0.188047,0.137278,0.144226,0.144099
4230,60be2c98e451737687210a8b,8,1,0.205068,0.138485,,0.198903,0.131209,0.18294,0.182912
4231,60be2c98e451737687210a8c,8,1,0.138952,0.204198,,0.131788,0.19792,0.205663,0.205743
4232,60be2c98e451737687210a8d,8,1,0.145013,0.193883,,0.138041,0.187048,0.244372,0.244556
4233,60be2c98e451737687210a8e,8,1,0.142416,0.444317,,0.135337,0.44278,0.212511,0.212592
4234,60be2c98e451737687210a8f,8,1,0.136631,0.427987,,0.130274,0.426073,0.251245,0.251405
4235,60be2c98e451737687210a90,8,1,0.200698,0.559799,,0.195561,0.559868,0.274016,0.274236
4236,60be2c98e451737687210a91,8,1,0.19057,0.543389,,0.184196,0.542293,0.312791,0.313049
4237,60be2c98e451737687210a92,8,1,0.43886,0.798447,,0.437702,0.802174,0.280833,0.281085
4238,60be2c98e451737687210a93,8,1,0.422572,0.78772,,0.420331,0.790402,0.319598,0.319898
4239,60be2c98e451737687210a94,8,1,0.55434,0.857081,,0.554362,0.862566,0.342489,0.342729
4240,60be2c98e451737687210a95,8,1,0.5379,0.85058,,0.537478,0.856339,0.381341,0.381542
4241,60be2c98e451737687210a96,8,1,0.794932,0.861515,,0.798809,0.865636,0.349341,0.349579
4242,60be2c98e451737687210a97,8,1,0.784025,0.866852,,0.787816,0.872281,0.388178,0.388391
4243,60be2c98e451737687210a98,8,1,0.854987,0.806117,,0.86112,0.811839,0.411137,0.411222
4244,60be2c98e451737687210a99,8,1,0.848268,0.815865,,0.855084,0.822015,0.450038,0.450035
4245,60be2c98e451737687210a9a,8,1,0.868481,0.588209,,0.874424,0.589279,0.12372,0.123551
4246,60be2c98e451737687210a9b,8,1,0.87291,0.604241,,0.880269,0.606644,0.162408,0.162364
4247,60be2c98e451737687210a9c,8,1,0.700108,0.315408,,0.702814,0.312197,0.130554,0.130401
4248,60be2c98e451737687210a9d,8,1,0.714063,0.330105,,0.716881,0.32758,0.169278,0.169213
4249,60be2c98e451737687210a9e,8,1,0.593573,0.223539,,0.59447,0.218637,0.191957,0.192044
4250,60be2c98e451737687210a9f,8,1,0.609544,0.23531,,0.611827,0.232028,0.230632,0.230857
4251,60be2c98e451737687210aa0,8,1,0.32027,0.115468,,0.316376,0.107818,0.198782,0.198894
4252,60be2c98e451737687210aa1,8,1,0.335075,0.116447,,0.332508,0.109605,0.237501,0.237706
4253,60be2c98e451737687210aa2,8,1,0.227407,0.12849,,0.221966,0.12076,0.260273,0.260538
4254,60be2c98e451737687210aa3,8,1,0.239344,0.12452,,0.234738,0.116912,0.299041,0.29935
4255,60be2c98e451737687210aa4,8,1,0.115715,0.290546,,0.108443,0.285935,0.267111,0.267387
4256,60be2c98e451737687210aa5,8,1,0.116931,0.276852,,0.109219,0.271237,0.305887,0.3062
4257,60be2c98e451737687210aa6,8,1,0.12709,0.395759,,0.118504,0.392043,0.328762,0.329031
4258,60be2c98e451737687210aa7,8,1,0.123351,0.379919,,0.114631,0.376457,0.367627,0.367843
4259,60be2c98e451737687210aa8,8,1,0.285937,0.669895,,0.281677,0.671078,0.33564,0.33588
4260,60be2c98e451737687210aa9,8,1,0.272378,0.654884,,0.26694,0.657092,0.374498,0.374693
4261,60be2c98e451737687210aaa,8,1,0.390456,0.76469,,0.387392,0.769034,0.397405,0.397524
4262,60be2c98e451737687210aab,8,1,0.374687,0.752428,,0.371829,0.757295,0.436282,0.436337
4263,60be2c98e451737687210aac,8,1,0.664925,0.883553,,0.666815,0.889474,0.404252,0.404373
4264,60be2c98e451737687210aad,8,1,0.649815,0.881864,,0.652583,0.888822,0.44317,0.443186
4265,60be2c98e451737687210aae,8,1,0.760656,0.87548,,0.766131,0.88295,0.466125,0.466017
4266,60be2c98e451737687210aaf,8,1,0.748236,0.878755,,0.753423,0.886374,0.505001,0.50483
4267,60be2c98e451737687210ab0,8,1,0.883069,0.723148,,0.8899,0.727096,0.472987,0.472866
4268,60be2c98e451737687210ab1,8,1,0.881144,0.736429,,0.888176,0.740201,0.511898,0.511679
4269,60be2c98e451737687210ab2,8,1,0.818985,0.4731,,0.824151,0.47292,0.185111,0.185195
4270,60be2c98e451737687210ab3,8,1,0.827949,0.48964,,0.834059,0.490556,0.223825,0.224008
4271,60be2c98e451737687210ab4,8,1,0.740759,0.360415,,0.745059,0.359218,0.246548,0.246839
4272,60be2c98e451737687210ab5,8,1,0.753451,0.375972,,0.759632,0.374267,0.285325,0.285652
4273,60be2c98e451737687210ab6,8,1,0.47861,0.15657,,0.478956,0.151589,0.253414,0.253688
4274,60be2c98e451737687210ab7,8,1,0.495159,0.164356,,0.495719,0.159355,0.29217,0.292501
4275,60be2c98e451737687210ab8,8,1,0.365573,0.120532,,0.363469,0.113188,0.315013,0.315332
4276,60be2c98e451737687210ab9,8,1,0.38121,0.123631,,0.379492,0.11581,0.353862,0.354145
4277,60be2c98e451737687210aba,8,1,0.159095,0.174972,,0.15359,0.168685,0.321916,0.322181
4278,60be2c98e451737687210abb,8,1,0.16709,0.166411,,0.162053,0.160758,0.360789,0.360994
4279,60be2c98e451737687210abc,8,1,0.121487,0.250728,,0.113422,0.245225,0.383696,0.383825
4280,60be2c98e451737687210abd,8,1,0.124819,0.238347,,0.117069,0.23278,0.422579,0.422638
4281,60be2c98e451737687210abe,8,1,0.172051,0.51036,,0.165644,0.509817,0.390556,0.390674
4282,60be2c98e451737687210abf,8,1,0.163694,0.493801,,0.15787,0.493269,0.429491,0.429487
4283,60be2c98e451737687210ac0,8,1,0.246549,0.624028,,0.241442,0.626657,0.452418,0.452318
4284,60be2c98e451737687210ac1,8,1,0.234327,0.608242,,0.229932,0.611377,0.491301,0.491131
4285,60be2c98e451737687210ac2,8,1,0.504841,0.835644,,0.505214,0.841241,0.459219,0.459168
4286,60be2c98e451737687210ac3,8,1,0.488283,0.827237,,0.488706,0.833603,0.498139,0.49798
4287,60be2c98e451737687210ac4,8,1,0.61879,0.876369,,0.621955,0.884677,0.521053,0.520811
4288,60be2c98e451737687210ac5,8,1,0.602934,0.872573,,0.606329,0.88088,0.5599,0.559624
4289,60be2c98e451737687210ac6,8,1,0.83291,0.833589,,0.838495,0.838554,0.527894,0.527661
4290,60be2c98e451737687210ac7,8,1,0.824299,0.841532,,0.830462,0.846956,0.566742,0.566474
4291,60be2c98e451737687210ac8,8,1,0.875181,0.761653,,0.88268,0.766198,0.589609,0.589305
4292,60be2c98e451737687210ac9,8,1,0.871154,0.77355,,0.878675,0.779131,0.628354,0.628117
4293,60be2c98e451737687210aca,8,1,0.879691,0.635698,,0.888544,0.639372,0.239762,0.23999
4294,60be2c98e451737687210acb,8,1,0.882029,0.651064,,0.890883,0.654902,0.278537,0.278802
4295,60be2c98e451737687210acc,8,1,0.84404,0.522746,,0.851846,0.523363,0.301341,0.301633
4296,60be2c98e451737687210acd,8,1,0.851137,0.539251,,0.858171,0.539762,0.340192,0.340446
4297,60be2c98e451737687210ace,8,1,0.64085,0.260301,,0.644117,0.256457,0.308137,0.308483
4298,60be2c98e451737687210acf,8,1,0.656125,0.273474,,0.659469,0.269134,0.346983,0.347295
4299,60be2c98e451737687210ad0,8,1,0.528254,0.181776,,0.529195,0.175654,0.369917,0.370127
4300,60be2c98e451737687210ad1,8,1,0.544738,0.191379,,0.545214,0.185463,0.40882,0.408939
4301,60be2c98e451737687210ad2,8,1,0.264644,0.118672,,0.260938,0.111814,0.376804,0.376976
4302,60be2c98e451737687210ad3,8,1,0.277959,0.116805,,0.274211,0.110391,0.415724,0.415789
4303,60be2c98e451737687210ad4,8,1,0.184912,0.151157,,0.178813,0.144509,0.438664,0.43862
4304,60be2c98e451737687210ad5,8,1,0.194708,0.144492,,0.189198,0.13844,0.477561,0.477432
4305,60be2c98e451737687210ad6,8,1,0.117971,0.348936,,0.110618,0.345922,0.445547,0.445469
4306,60be2c98e451737687210ad7,8,1,0.11634,0.33385,,0.110441,0.331908,0.484462,0.484282
4307,60be2c98e451737687210ad8,8,1,0.148863,0.460749,,0.143152,0.461251,0.507356,0.507113
4308,60be2c98e451737687210ad9,8,1,0.142416,0.444317,,0.136945,0.44428,0.546196,0.545926
4309,60be2c98e451737687210ada,8,1,0.343875,0.726526,,0.34156,0.732048,0.514196,0.513962
4310,60be2c98e451737687210adb,8,1,0.328888,0.712934,,0.32739,0.717282,0.553035,0.552775
4311,60be2c98e451737687210adc,8,1,0.455262,0.808621,,0.456118,0.815077,0.57586,0.575606
4312,60be2c98e451737687210add,8,1,0.43886,0.798447,,0.438515,0.80378,0.614616,0.614419
4313,60be2c98e451737687210ade,8,1,0.722041,0.883195,,0.72733,0.890592,0.582747,0.582455
4314,60be2c98e451737687210adf,8,1,0.708314,0.884353,,0.712704,0.891794,0.621507,0.621268
4315,60be2c98e451737687210ae0,8,1,0.805292,0.855508,,0.811953,0.862722,0.644226,0.644099
4316,60be2c98e451737687210ae1,8,1,0.794932,0.861515,,0.801097,0.868791,0.68294,0.682912
4317,60be2c98e451737687210ae2,8,1,0.88458,0.680929,,0.891277,0.683586,0.356207,0.356428
4318,60be2c98e451737687210ae3,8,1,0.777404,0.407745,,0.781998,0.406055,0.363081,0.363277
4319,60be2c98e451737687210ae4,8,1,0.78862,0.423903,,0.791363,0.42217,0.401937,0.40209
4320,60be2c98e451737687210ae5,8,1,0.685782,0.301053,,0.688026,0.297259,0.424936,0.424921
4321,60be2c98e451737687210ae6,8,1,0.700108,0.315408,,0.704114,0.313092,0.463779,0.463734
4322,60be2c98e451737687210ae7,8,1,0.413113,0.131913,,0.411819,0.126246,0.431822,0.43177
4323,60be2c98e451737687210ae8,8,1,0.429321,0.13708,,0.429322,0.13325,0.470684,0.470583
4324,60be2c98e451737687210ae9,8,1,0.305798,0.115202,,0.303466,0.110596,0.493641,0.493414
4325,60be2c98e451737687210aea,8,1,0.32027,0.115468,,0.317745,0.108948,0.532482,0.532227
4326,60be2c98e451737687210aeb,8,1,0.13356,0.21506,,0.128263,0.211312,0.500522,0.500264
4327,60be2c98e451737687210aec,8,1,0.138952,0.204198,,0.13468,0.200186,0.539345,0.539076
4328,60be2c98e451737687210aed,8,1,0.115211,0.304628,,0.110718,0.302561,0.562181,0.561907
4329,60be2c98e451737687210aee,8,1,0.115715,0.290546,,0.109944,0.287471,0.60097,0.60072
4330,60be2c98e451737687210aef,8,1,0.21138,0.576097,,0.208618,0.578333,0.569053,0.568757
4331,60be2c98e451737687210af0,8,1,0.200698,0.559799,,0.196682,0.561075,0.607806,0.607569
4332,60be2c98e451737687210af1,8,1,0.299892,0.684592,,0.297186,0.687803,0.630554,0.630401
4333,60be2c98e451737687210af2,8,1,0.285937,0.669895,,0.283119,0.67242,0.669278,0.669213
4334,60be2c98e451737687210af3,8,1,0.570679,0.86292,,0.572333,0.86962,0.637358,0.63725
4335,60be2c98e451737687210af4,8,1,0.55434,0.857081,,0.555795,0.864326,0.676087,0.676063
4336,60be2c98e451737687210af5,8,1,0.67973,0.884532,,0.683624,0.892182,0.698782,0.698894
4337,60be2c98e451737687210af6,8,1,0.664925,0.883553,,0.667492,0.890395,0.737501,0.737706
4338,60be2c98e451737687210af7,8,1,0.861048,0.795802,,0.868212,0.80208,0.705663,0.705743
4339,60be2c98e451737687210af8,8,1,0.854987,0.806117,,0.861959,0.812952,0.744372,0.744556
4340,60be2c98e451737687210af9,8,1,0.884285,0.709454,,0.891557,0.714065,0.767111,0.767387
4341,60be2c98e451737687210afa,8,1,0.883069,0.723148,,0.890781,0.728763,0.805887,0.8062
4342,60be2c98e451737687210afb,8,1,0.863369,0.572013,,0.86705,0.572303,0.41803,0.418072
4343,60be2c98e451737687210afc,8,1,0.868481,0.588209,,0.87422,0.589565,0.45689,0.456885
4344,60be2c98e451737687210afd,8,1,0.80943,0.456611,,0.815398,0.456191,0.47988,0.479716
4345,60be2c98e451737687210afe,8,1,0.818985,0.4731,,0.825415,0.472312,0.51878,0.518528
4346,60be2c98e451737687210aff,8,1,0.577428,0.21228,,0.579496,0.209288,0.486763,0.486565
4347,60be2c98e451737687210b00,8,1,0.593573,0.223539,,0.595513,0.218871,0.525602,0.525378
4348,60be2c98e451737687210b01,8,1,0.4621,0.14942,,0.461693,0.14251,0.548482,0.548209
4349,60be2c98e451737687210b02,8,1,0.47861,0.15657,,0.478344,0.149013,0.587315,0.587022
4350,60be2c98e451737687210b03,8,1,0.215975,0.133148,,0.212048,0.127414,0.555362,0.555058
4351,60be2c98e451737687210b04,8,1,0.227407,0.12849,,0.222436,0.121366,0.594124,0.593871
4352,60be2c98e451737687210b05,8,1,0.151732,0.184135,,0.145411,0.178429,0.616878,0.616702
4353,60be2c98e451737687210b06,8,1,0.159095,0.174972,,0.152512,0.168195,0.655654,0.655515
4354,60be2c98e451737687210b07,8,1,0.131519,0.411791,,0.125576,0.410721,0.62372,0.623551
4355,60be2c98e451737687210b08,8,1,0.12709,0.395759,,0.119731,0.393356,0.662408,0.662364
4356,60be2c98e451737687210b09,8,1,0.181015,0.5269,,0.175849,0.52708,0.685111,0.685195
4357,60be2c98e451737687210b0a,8,1,0.172051,0.51036,,0.165941,0.509444,0.723825,0.724008
4358,60be2c98e451737687210b0b,8,1,0.406427,0.776461,,0.40553,0.781363,0.691957,0.692044
4359,60be2c98e451737687210b0c,8,1,0.390456,0.76469,,0.388173,0.767972,0.730632,0.730857
4360,60be2c98e451737687210b0d,8,1,0.52139,0.84343,,0.521044,0.848411,0.753414,0.753688
4361,60be2c98e451737687210b0e,8,1,0.504841,0.835644,,0.504281,0.840646,0.79217,0.792501
4362,60be2c98e451737687210b0f,8,1,0.772593,0.87151,,0.778034,0.87924,0.760273,0.760538
4363,60be2c98e451737687210b10,8,1,0.760656,0.87548,,0.765262,0.883088,0.799041,0.79935
4364,60be2c98e451737687210b11,8,1,0.840905,0.825028,,0.84641,0.831315,0.821916,0.822181
4365,60be2c98e451737687210b12,8,1,0.83291,0.833589,,0.837947,0.839242,0.860789,0.860994
4366,60be2c98e451737687210b13,8,1,0.876649,0.620081,,0.884792,0.621937,0.534828,0.53451
4367,60be2c98e451737687210b14,8,1,0.879691,0.635698,,0.887053,0.637797,0.573668,0.573323
4368,60be2c98e451737687210b15,8,1,0.727622,0.345116,,0.732281,0.341676,0.54169,0.541359
4369,60be2c98e451737687210b16,8,1,0.740759,0.360415,,0.744909,0.357134,0.580526,0.580172
4370,60be2c98e451737687210b17,8,1,0.625313,0.247572,,0.627442,0.241359,0.603307,0.603003
4371,60be2c98e451737687210b18,8,1,0.64085,0.260301,,0.642243,0.255858,0.64207,0.641816
4372,60be2c98e451737687210b19,8,1,0.350185,0.118136,,0.346715,0.109567,0.61008,0.609853
4373,60be2c98e451737687210b1a,8,1,0.365573,0.120532,,0.362073,0.111631,0.648838,0.648665
4374,60be2c98e451737687210b1b,8,1,0.251764,0.121245,,0.245829,0.1123,0.671552,0.671496
4375,60be2c98e451737687210b1c,8,1,0.264644,0.118672,,0.259866,0.110932,0.710271,0.710309
4376,60be2c98e451737687210b1d,8,1,0.118856,0.263571,,0.111276,0.258787,0.6783,0.678346
4377,60be2c98e451737687210b1e,8,1,0.121487,0.250728,,0.112395,0.244532,0.717016,0.717159
4378,60be2c98e451737687210b1f,8,1,0.120309,0.364302,,0.111456,0.360628,0.739762,0.73999
4379,60be2c98e451737687210b20,8,1,0.117971,0.348936,,0.109117,0.345098,0.778537,0.778802
4380,60be2c98e451737687210b21,8,1,0.259241,0.639585,,0.254941,0.640782,0.746548,0.746839
4381,60be2c98e451737687210b22,8,1,0.246549,0.624028,,0.240368,0.625733,0.785325,0.785652
4382,60be2c98e451737687210b23,8,1,0.35915,0.739699,,0.355883,0.743543,0.808137,0.808483
4383,60be2c98e451737687210b24,8,1,0.343875,0.726526,,0.340531,0.730866,0.846983,0.847295
4384,60be2c98e451737687210b25,8,1,0.634427,0.879468,,0.636531,0.886812,0.815013,0.815332
4385,60be2c98e451737687210b26,8,1,0.61879,0.876369,,0.620508,0.88419,0.853862,0.854145
4386,60be2c98e451737687210b27,8,1,0.735356,0.881328,,0.739062,0.888186,0.876804,0.876976
4387,60be2c98e451737687210b28,8,1,0.722041,0.883195,,0.725789,0.889609,0.915724,0.915789
